job_name,job_type,company_name,job_location,job_date,num_of_people,experience_needed,career_level,education_level,gender,salary,job_categories,skills_and_tools,job_description,job_requirements,key_job
Full Stack Developer (.Net & Angular),['Full_Time'],GoodsMart,Zamalek Cairo Egypt,Posted 23 hours ago,23,1_To_2_Years,Entry_Level_(Junior_Level_/_Fresh_Grad),Bachelor'S_Degree,male and female,Confidential,['IT/Software Development'],"['Angular', 'Agile', 'Computer_Science', 'CSS', 'front-end', 'Full_Stack', 'HTML', 'Information_Technology_(IT)', 'MySQL', 'Software_Development', 'ASP.NET_Core', 'ASP.Net_Web_API', 'Database', 'jQuery', 'JavaScript', 'Relational_Databases', 'DevExpress']","['Full Stack Developer', 'Employment type: Full-time (Hybrid)', 'Work Location: Zamalek, Cairo.', 'Develop and maintain secure, high-performance web applications using the latest technologies', 'Design, build and deploy web applications using Angular, ASP.NET Core, and other web technologies', 'Analyze user requirements and develop software solutions', 'Design and implement database schemas and maintain database integrity', 'Identify and troubleshoot application issues and develop solutions to resolve them', 'Optimize application performance and scalability', 'Provide technical support and guidance to other team members']","[""Bachelor's degree in Computer Science, Information Systems, or equivalent"", 'Proven experience as a Full Stack Developer or similar role', 'Proficiency in .NET framework and C# development & Entity Framework.', 'Experience with Angular.', 'Agile mindset with strong problem-solving skills.', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Familiarity with databases (e.g. MySQL, MSSQL).', 'Strong knowledge of Object-Oriented Programming and Design Patterns.', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'DevExpress controls is a plus.', 'Good work ethics, Team player, positive and self-motivated.', 'Knowledge of at least one of (Crystal reports, Open XML, and reporting services).']",full stack
Senior Full stack developer .Net/Angular,['Full_Time'],GAMP LTD,Smouha Alexandria Egypt,Posted 21 hours ago,42,5_To_10_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['Angular', 'Computer_Science', 'Full_Stack_Developer', 'Full_Stack', 'developer', 'Information_Technology_(IT)', 'JavaScript', 'NET', 'Software_Development', 'senior']",['We’re hiring a Senior Full stack developer .Net/Angular with at least 5 years of proven experience to join our team.'],"['Technical Skills:', 'Excellent knowledge of C# - 5 years of proven experience', 'Strong understanding of web application security and best practices', 'Excellent knowledge of .NET Framework and .NET Core Web API and REST', 'Excellent knowledge of frameworks and tools used on the .NET platform.', 'Excellent knowledge in Typescript with Angular Framework', 'Proficiency with SQL databases', 'Practical knowledge of data structures and algorithms', 'Strong foundation in OOP and Design Patterns (Clean code, SOLID)', 'Production experience in writing unit tests', 'Experience with GIT source control management', 'High Analytical and Problem-solving skills.', 'Must be familiar and comfortable with working in an Agile environment.', 'Non-Technical Skills:', 'Comfortable about sharing knowledge to help the team grow.', 'Able to have technical discussions with the team to find the best solution.', 'Passionate about learning new technologies.', 'Conversational English (B2 or above)', 'Pro-active approach and Good Communication Skills', 'Bonus Skills (Nice to have):', 'Experience with Windows Server and IIS web server', 'Proficiency with NoSQL (MongoDB) databases', 'Basic knowledge of CI/CD', 'Ability to work with modular monoliths, microservices, and other architectural approaches.', 'Docker, Kubernetes', 'Familiarity with cloud programming tools']",full stack
Teamleader full stack,['Full_Time'],SATA Group,Nasr City Cairo Egypt,Posted 3 days ago,12,3_To_7_Years,Manager,Not_Specified,male and female,"Confidential,","['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Debugging', 'Full_Stack', 'Full_Stack_Developer', 'Information_Technology_(IT)', 'Software_Development', 'JavaScript', 'developer', 'Computer_Science', 'Troubleshooting', 'Stack', 'senior', 'quality']","['Developing front end website architecture.', 'Designing user interactions on web pages.', 'Developing back-end website applications.', 'Creating servers and databases for functionality.', 'Ensuring cross-platform optimization for mobile phones.', 'Ensuring responsiveness of applications.', 'Working alongside graphic designers for web design features.', 'Seeing through a project from conception to finished product.', 'Designing and developing APIs.', 'Meeting both technical and consumer needs.', 'Staying abreast of developments in web applications and programming languages.', 'Requirements:', 'Degree in computer science.', 'Strong organizational and project management skills.', 'Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.', 'Familiarity with JavaScript frameworks such as Angular JS, React, and Amber.', 'Proficiency with server-side languages such as Python, Ruby, Java, PHP, and .Net.', 'Familiarity with database technology such as MySQL, Oracle, and MongoDB.', 'Excellent verbal communication skills.', 'Good problem-solving skills.', 'Attention to detail.', 'Keywords : Sql, Node Js, Angular, .net, postman']","['This Full Stack Developer- Partner role is for someone who will join on a co-founder status basis. The incumbent candidate will be wearing 2 hats; writing code and supervising the tech team, he/she must be a senior with at least 6 years of experience.', 'As a Full Stack Engineer - Partner, you’ll work on developing and maintaining new features for Sata Live as well as improving existing code. You’ll collaborate with other developers, designers, and stakeholders to turn ideas into high-quality products, while also liaising with external partners to integrate their solutions within our own. Additionally, you’ll assist with troubleshooting and debugging issues that may arise.']",full stack
Full Stack Developer (PHP/Laravel+ JavaScript),['Full_Time'],jmskef,Banha Qalubia Egypt,Posted 4 days ago,5,3_To_4_Years,Experienced_(Non-Manager),Not_Specified,male and female,10000,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Other']","['Laravel', 'Laravel_5', 'Laravel_PHP', 'Full_Stack', 'Information_Technology_(IT)', 'JavaScript', 'MySQL', 'Linux', 'PHP_Web_Development', 'Desktop_and_Mobile_applications']","['Note before applying for the job read our Description well:', '1- Office location in Banha.', '2- Your English level must be B1-B2-C1-C2 not less.', '3- Job hours 8 hours daily except Friday.', '4- work from home 3 days and from office 3 days.', '5- It is not allowed to work for another company while working with us.', '6- You must have accredited certificates in programming and your education must not be conducted solely through YouTube.', '7- The interviews will be twice, first time online, and after initial approval, there will be another interview at  the office in Banha city, and the decision will be made within two days.', 'Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software', 'publish on mobile stores']","['Proven experience as a Full Stack Developer or similar role Flutter / Laravel', 'Experience developing desktop and mobile applications', 'You have good experience with Apple and Google developers’ organizations’ accounts, and you should have experience with payment gateways like Stripe.', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field.', 'Why Join JMSKEF Information Systems:', 'Be part of a forward-thinking and innovative IT services provider.', 'Contribute to cutting-edge projects and digital transformations.', 'Collaborate with a diverse and talented team.', 'Competitive salary and benefits package.', 'Opportunities for professional growth and development.']",full stack
.NET FULL STACK DEVELOPER - REMOTE,"['Full_Time', 'Work_From_Home']",Duncan & Ross,Riyadh Saudi Arabia,Posted 4 days ago,44,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'javaScript', 'CSS', 'HTML', 'Full_Stack', 'Software_Engineering', 'Angular', 'PHP', 'jQuery', 'SQL', '.NET', 'MySQL', 'MVC', 'Web_Development', 'Computer_Engineering', 'HTML5', 'Git', 'C#']","['About the job .NET FULL STACK DEVELOPER - REMOTE', 'RESPONSIBILITIES:', 'Develop, maintain, and enhance web applications using Orchard CMS and associated technologies.', 'Collaborate with cross-functional teams to define, design, and implement new features.', 'Ensure the responsiveness of applications and optimal performance.', 'Integrate front-end and back-end aspects of web applications.', 'Customize and extend Orchard CMS modules based on project requirements.', 'Debug and troubleshoot issues to ensure smooth application functionality.', 'Stay updated on industry trends and best practices to bring innovative solutions to the development process', 'Six Years of Experience', 'REQUIRMENTS:', 'Proven experience as a Full Stack Developer with expertise in Orchard CMS.', 'Strong proficiency in ASP.NET, C#, MVC, and related .NET technologies.', 'Solid understanding of front-end technologies such as HTML, CSS, JavaScript, and jQuery.', 'Experience with responsive design and cross-browser compatibility.', 'Knowledge of version control systems (e.g., Git).', 'Ability to work independently and collaboratively within a team.', 'Familiarity with agile development methodologies.', 'Excellent problem-solving and communication skills.', ""Bachelor's degree in computer science or related field."", 'NICE TO HAVE:', 'Experience with other front-end frameworks like React, Angular, or Vue.js.', 'Knowledge of relational databases and SQL.', 'Familiarity with cloud platforms (e.g., Azure, AWS).', 'Vertical:', 'Technology']",none,full stack
Senior Full Stack Developer,['Full_Time'],Nahdet Misr Publishing Group,Mohandessin Giza Egypt,Posted 6 days ago,19,More_Than_7_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['Full-Stack', 'Back-End', 'Front-End', 'Computer_Science', 'Information_Technology_(IT)', 'Web_Development', 'Software_Development', 'Computer_Engineering', 'iOS', 'Android', 'PHP', 'Angular', 'Node_JS', 'Unity', 'C#', 'ASP.NET', 'MVC', 'javaScript', 'HTML_5', 'Agile']","['Manage, monitor and control all the SW activities including the analysis, design, coding, documentation, installation and the delivery of the SW solutions with the objective of satisfying the end users, and produce quality products within corporate standards and rules.', 'Leading a team of developers in several Local and international projects.', ""Maintain and develop technology partner's relations."", 'Writing the programs codes for different software and applications.', 'Resolving any coding issues and problems.', 'Coming up with different solutions to best develop the required programs and applications.', 'Writing the programs codes for different software and applications.', 'Resolving any coding issues and problems.']","['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']",full stack
Full Stack Software Engineer,['Full_Time'],Aramex International,Cairo Egypt,Posted 5 days ago,24,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'Full_Stack', 'Software_Engineering', 'javaScript', 'HTML', 'CSS', 'Angular', 'PHP', 'Computer_Engineering', 'Web_Development', 'MySQL', 'Engineering', 'jQuery', 'Software', 'SQL', '.NET', 'MVC', 'C#']","['Full Stack Software Engineer', 'Location-Cairo , ,Egypt (EG)', 'Job ID -6064', 'Job Responsibilities', '· Participate in requirements analysis', '· Collaborate with internal teams to produce software design and architecture', '· Write clean, scalable code using .NET programming languages (.net framework / core)', '· Test and deploy applications and systems', '· Revise, update, refactor and debug code', '· Improve existing software', '· Develop documentation throughout the software development life cycle (SDLC)', '· Serve as an expert on applications and provide technical support', 'Job Requirements', '· 3+ years’ experience as a .NET Developer', '· Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns clean code DDD (e.g. Domain Driven Design)', '· Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3', '· Familiarity with architecture styles/APIs (REST, RPC)', '· Understanding of Agile methodologies (SCRUM)', '· Excellent troubleshooting and communication skills', '· Attention to detail', '· BSc/BA in Computer Science, Engineering or a related field', 'Work Location: Maadi', 'Company Overview:', 'Since our founding in 1982 we have grown to become a world leader in comprehensive transport and delivery solutions for business and consumers. Headquartered in Dubai, at the heart of the world’s most dynamic commercial hub and on the site of historic trade routes linking east and west, commerce and transport are deeply embedded in Aramex’s DNA. We are dedicated to transforming the face of trade, expanding our operations rapidly to better connect businesses and consumers worldwide.']",none,full stack
PHP Laravel - Full Stack Developer,['Full_Time'],Namaa IT,New Cairo Cairo Egypt,Posted 8 days ago,26,2_To_4_Years,Experienced_(Non-Manager),Bachelor'S_Degree,male and female,Confidential,['IT/Software Development'],"['Laravel', 'Full_Stack', 'Software_Development', 'PHP', 'MySQL', 'APIs', 'RESTful', 'Computer_Science', 'Bootstrap', 'Vue', 'Software', 'Js']","['We are looking for a Full-time  Experienced Fullstack PHP Laravel developer, to join our team, who can:', 'Job Description', 'Understand requirements, and transfer ideas to real systems.', 'Participate in developing portals and nested systems.', 'Translate graphic design to clean and organized code by using bootstrap.', 'Facing any challenges, searching for solutions, and solving problems.']","['Job Requirements', '2+ years of professional experience in software companies.', 'Experience in Laravel Framework.', 'Experience in dealing with modules.', 'Experience in RESTful APIs.', 'Experience in GraphQL APIs.', 'Experience in creating database schemas.', 'Experience in Mysql.', 'Full Stack Developer, with good experience in Bootstrap 4 & 5.', 'Experience in Vue.js is an advantage.', 'Handling projects using DevOps is an advantage.', 'www. namaait.com/en/jobs/php-laravel-full-stack-developer-code-php16012024']",full stack
.NET Full Stack Developer,['Full_Time'],PING,Maadi Cairo Egypt,Posted 10 days ago,89,3_To_15_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['Computer_Science', 'Angular', 'HTML', 'Full_Stack', 'Information_Technology_(IT)']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']","['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']",full stack
Junior/Mid Full Stack Engineer (PHP Laravel),['Full_Time'],Convertedin,Cairo Egypt,Posted 12 days ago,66,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'javaScript', 'Software_Engineering', 'Full_Stack', 'Engineering', 'CSS', 'PHP', 'MySQL', 'Python', 'Software', 'Angular', 'Computer_Engineering', 'HTML', 'React', 'Java', 'SQL', 'AWS', 'jQuery']","['About us', ""Convertedin is a marketing operating system for e-Commerce. It utilizes data and shoppers' insights to create personalized multi-channel marketing that boosts customer engagement and maximizes their return on their marketing budget by leveraging artificial intelligence capabilities. Convertedin has helped more than 800 e-Commerce worldwide."", 'About the job:', ""As Full Stack Engineer at Convertedin, you'll build fully-fledged platforms using a range of different technologies. You'll be involved in the entire product development lifecycle including the design, development, deployment and maintenance of new and existing features. You'll write clean and functional code on the front- and back-end."", ""You'll collaborate closely with our development team to ensure system consistency and to create a great user experience. You'll write reusable and maintainable code. You'll optimize web design for mobile for maximum speed. You'll also perform UI tests to optimize performance. Ultimately, your work will have direct impact on the stability and user experience of our products."", 'Responsibilities:', 'Design, develop, and maintain web applications using Laravel', 'Write clean, efficient, and well-documented code', 'Participate in code reviews and contribute to technical discussions', 'Troubleshoot and debug issues', 'Collaborate with cross-functional teams to identify and solve complex problems', 'Mentor and provide guidance to junior team members', 'Keep up-to-date with emerging trends and technologies in web development']",none,full stack
Full Stack Developer,['Full_Time'],Evention,Cairo Egypt,Posted 14 days ago,168,1_To_4_Years,Experienced_(Non-Manager),Not_Specified,male and female,10000,['IT/Software Development'],"['Full_Stack', 'Computer_Science', 'Software_Development']","[""Eventon.ae is hiring a full time full stack developer to combine technology ideas and manage the company's website"", 'Experience: 1-4 years', 'Location:  Egypt - remote/online', 'Salary: 10-12k']","['Full stack developer', '1-4 years of experience', 'Spoken and written English is a Must', 'Remote/online']",full stack
Full Stack Developer (.NET core & Angular),['Full_Time'],Takamol For Information Technology,Alexandria Egypt,Posted 3 days ago,56,More_Than_3_Years,Experienced_(Non-Manager),Bachelor'S_Degree,male and female,Confidential,"['IT/Software Development', 'Engineering - Telecom/Technology']","['.Net', 'ASP.Net', 'CSS', 'HTML5', 'JavaScript', 'OOP', 'Software_Development', 'Computer_Science', 'Information_Technology_(IT)', 'MVC', 'jQuery', 'C#', 'React']","['Expertise in both Back-End and Front-End Development.', 'Build and develop ERP application modules.', 'Participate in the required verification and analysis.', 'Participate in technical design and functional specification reviews.', 'Design, develop, troubleshoot, debug, implement, and unit test software products and solutions in accordance with established standards.', 'Participate in code reviews to ensure adherence to coding standards.', 'Apply basic professional knowledge related to software engineering processes and tools used within the team.', 'Research, evaluate and recommend software tools.']","['Education:', 'A minimum of a Bachelor’s degree in (MIS, Computer science or related field)', 'Years of Experience:', '3+ years of experience', 'ITI 9 months preferred', 'Technical Skills:', 'Proficiency in C#.', 'Experience using .NET Core.', 'Experience in developing ASP.NET, MVC applications.', 'Very good experience in Web API (ASP.NET Core), OOP and Design patterns.', 'Very good experience in the client side framework Angular.', 'Understanding of HTML5, JS, jQuery and CSS.', 'Proficient knowledge in MSSQL.', 'Database design including indexes and data integrity.', 'Implementing enterprise application patterns.', 'Personal Skills:', 'Accountable & Responsible.', 'Communication', 'Negotiation', 'Proactive & Initiative', 'Problem Solving', 'Analytical']",full stack
Senior Full Stack developer (.Net & Angular),['Full_Time'],GS  GEO Solutions,New Cairo Cairo Egypt,Posted 3 days ago,25,5_To_7_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['.Net', 'CSS', 'HTML5', 'Information_Technology_(IT)', 'Software', 'Software_Development', 'jQuery', 'JavaScript', 'ASP.Net', 'Computer_Science', 'Engineering', 'MVC']","['Design, develop, troubleshoot, debug, implement, and unit test software products and solutions in accordance with established standards.', 'Get engaged with business stakeholders in initial stages to understand and identify business requirements scope efficiently.', 'Contribute with technical delivery manager in the required verification and analysis stages.', 'Contribute with technical delivery manager in technical design and functional specification reviews.', 'Participate in code reviews to ensure adherence to coding standards.', 'Collaborate with other software developers, business analysts, and software architects to plan, design, develop, test, and maintain business applications.']","['(Essential) Required Skills:', 'Expertise in both Back-End and Front-End Development for web-based applications.', 'Proficiency in C# for back-end development.', 'Experience in developing ASP.NET Web forms, and MVC applications.', 'Proficient knowledge of MSSQL As primary data storage.', 'Experience in building applications using diﬀerent .NET frameworks such as 4.5+, Core, .NET 6.0, 7.0.', 'Very good experience in Web API (ASP.NET Core), OOP, and Design patterns.', 'Experience in delivering well-tested applications using unit tests.', 'Understanding of HTML5, JS, jQuery, and CSS.', 'Experience in the client-side framework Angular', 'Good communication skills.', 'Experience in Scrum based projects.', 'Understanding of Software Development Lifecycle.', '(A Plus) Additional Skills:', 'Experience in Microsoft Azure', 'Familiar with SharePoint O365 & on-premises', 'Preferable work previously in governmental sector such as building e-learning apps.', 'Understanding of CI/CD to contribute to DevOps part.', 'Education:', 'A minimum of a bachelor’s degree in one of the following areas:', 'Computer Science.', 'Information Systems.', 'Computer/ Electrical/ Communication Engineering.']",full stack
Full Stack Mobile Developer Intern,['Full_Time'],Uzruc,Dubai United Arab Emirates,Posted 14 days ago,40,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'javaScript', 'CSS', 'HTML', 'Full_Stack', 'Software_Engineering', 'PHP', 'Angular', 'jQuery', 'SQL', 'MySQL', 'MVC', 'Web_Development', '.NET', 'Computer_Engineering', 'HTML5', 'Git', 'React']","['As a Full Stack Mobile Developer Intern, you will work on various aspects of mobile application development, including both front-end and back-end tasks. Collaborating with our experienced development team, you will gain hands-on experience in creating robust and user-friendly mobile applications.', 'Responsibilities:', 'Design and implement front-end interfaces for mobile applications.', 'Develop and maintain back-end functionality to support mobile app features.', 'Collaborate with cross-functional teams to ensure seamless integration of mobile solutions.', 'Debug, test, and optimize code for mobile platforms.', 'Remuneration:', ""This is an phantom equity-based internship position, offering valuable experience in a dynamic startup environment. While there is no monetary salary, successful contributions to the company's growth may lead to future opportunities and a stake in the company's success.""]",none,full stack
Full Stack Web Developer (PERN),"['Full_Time', 'Work_From_Home']",Nikkah First,Cairo Egypt,Posted 6 days ago,18,3_To_7_Years,Experienced_(Non-Manager),Not_Specified,male and female,26000,['IT/Software Development'],"['Computer_Science', 'JavaScript', 'Software_Development', 'React.js', 'API', 'Git', 'JSON', 'React', 'Web_Services', 'Js']","['Experience as a full-stack developer.', 'Responsible for the development of current and upcoming features.', 'Strong technical background, understanding of backend (Javascript, React, Node.js) and frontend (Nextjs) technologies. Our stack is PERN.', 'Work and collaborate with the rest of the team.', 'Good knowledge of databases - (MySQL, PostgressSQL)', 'Knowledge of MERN stack is additional.', 'Experience developing mobile and desktop applications. Ability to create consistent cross-applications on all platforms.', 'Understanding of marriage in Islam is a plus. (We are an Islamic matrimony company.)', 'Fluency in English language.']","['3 years experience minimum is required.', 'Strong Javascript skills are needed.', 'Strong experience with react.js.', 'Web experience designing optimised and responsive web applications.', 'Great experience with web services API integration (REST, JSON)', 'Experience with version control - Git']",full stack
Full Stack SR SW Developer_VOIS,['Full_Time'],Vodafone  Egypt,Cairo Egypt,Posted 5 days ago,6,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology']","['information_technology_(it)', 'computer_science', 'software_development', 'javascript', 'react', 'software', 'apis', 'development', 'json', 'rest', 'agile', 'oop']","['What you’ll do', 'Role purpose:', 'To Work in a delivery team following an Agile working Model to Implement and deliver software applications based on business & and technical requirements.', 'Who you are', 'Key accountabilities and decision ownership:', 'Develop and build advanced applications.', 'Review code developed by the rest of the team.', 'Owns a medium-to-large feature from technical design through completion.', 'Perform unit testing for developed modules.', 'Understanding of platform constraints', 'Participate in hiring as a technical interviewer.', 'Proactively improve work by creating automated tasks, templates and reusable components', 'Contribute to open-source components on behalf of your team', 'Troubleshoot & Fix bugs raised by customer or testing teams.', 'Documentation for written code.', 'Core competencies, knowledge and experience:', 'Team player with a co-operative spirit.', 'Excellent communication skills.', 'Innovative and self-motivated.', 'Capable of mentorship others.', 'Hard worker with a high sense of ownership.', 'Agile awareness is a must.', 'Ability to understand, discuss & present business context with technical & non-technical internal & external stakeholders.', 'General technical/professional qualifications:', '4-6 years of development experience.', 'Deep Understanding OOP/Functional Oriented Programming.', 'Practical experience in Unit Testing and mocking concepts.', 'Experience working with remote data via REST and JSON', 'Experience with third-party libraries and APIs', 'Knowledge of system design basics', 'Deep knowledge of code quality tools e.g., Linting tools & SonarQube.', 'Qualifications:', 'React Js', 'Redux', 'Unit testing', 'Agile', 'Saga middleware', 'Service Worker', 'Performance tuning', 'and optimization', 'Familiar with react Echo System', 'Familiar with Webback configuration', 'React Lazy Loading', 'Familiar with PWA']",none,full stack
Senior Java Developer (Full Stack),['Full_Time'],IBM WTC Egypt,Cairo Egypt,Posted 6 days ago,0,Not_Specified,Not_Specified,Not_Specified,male and female,Confidential,"['Business Development', 'IT/Software Development', 'Engineering - Telecom/Technology']","['Information_Technology_(IT)', 'Computer_Science', 'Software_Development', 'javaScript', 'Software_Engineering', 'CSS', 'SQL', 'HTML', 'Engineering', 'Computer_Engineering', 'MVC', 'Web_Development', 'jQuery', 'HTML5', 'C#', 'Java', 'Angular', '.NET', 'Git', 'CSS3']","['Introduction', 'In this role, you’ll work in one of our IBM Consulting Client Innovation Centers (Delivery Centers), where we deliver deep technical and industry expertise to a wide range of public and private sector clients around the world. Our delivery centers offer our clients locally based skills and technical expertise to drive innovation and adoption of new technology.', 'A career in IBM Consulting is rooted by long-term relationships and close collaboration with clients across the globe.', 'You’ll work with visionaries across multiple industries to improve the hybrid cloud and AI journey for the most innovative and valuable companies in the world. Your ability to accelerate impact and make meaningful change for your clients is enabled by our strategic partner ecosystem and our robust technology platforms across the IBM portfolio; including Software and Red Hat.', 'Curiosity and a constant quest for knowledge serve as the foundation to success in IBM Consulting. In your role, you’ll be encouraged to challenge the norm, investigate ideas outside of your role, and come up with creative solutions resulting in ground breaking impact for a wide network of clients. Our culture of evolution and empathy centers on long-term career growth and development opportunities in an environment that embraces your unique skills and experience.', 'Your Role and Responsibilities', 'As a Software Developer you’ll participate in many aspects of the software development lifecycle, such as design, code implementation, testing, and support. You will create software that enables your clients’ hybrid-cloud and AI journeys.', 'Your primary responsibilities include:', 'Visionary Software Infrastructure Design and Development: Envision, design, and build the Software infrastructure that keeps the solutions running.', 'Innovative Problem Solving for Efficient Solutions: Challenge ideas, identify problems and create efficient solutions.', 'Flexible, Maintainable, and Scalable Application Components: Develop flexible, maintainable, and scalable application components.', 'Leading Technological Innovation through Collaboration: Collaborate with development peers and lead the way staying up to date with tools and technology trends.', 'Required Technical and Professional Expertise', '3+ years of non-internship professional cloud development experience', 'Strong coding skills in Angular & Java', 'Demonstrated deep hands-on experience in Application development', 'Excellent writing & communication skills', 'Deep understanding of software engineering principles (SOLID, Cloud-native 12 factors, clean code)', 'Preferred Technical and Professional Expertise', 'Experience with one of the major cloud platforms (AWS, Azure, IBM Cloud, GCP, Openshift).', 'Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing activities.']",none,full stack
Full stack .NET/Angular,"['Full_Time', 'Work_From_Home']",3i Vision LTD.,Hadayek Alahram Giza Egypt,Posted 8 days ago,137,2_To_4_Years,Experienced_(Non-Manager),Not_Specified,male and female,Confidential,['IT/Software Development'],"['Agile', 'ASP.Net', '.Net', 'Angular', 'Computer_Science', 'Information_Technology_(IT)', 'SQL', 'Software_Development', 'JavaScript', 'Docker', 'tfs']","['Implement technical tasks using Microsoft C#, Microsoft API', 'Developing front end using MVC', 'Fix technical Bugs', 'Participate in Solving support cases', 'Participate in Scrum Activities', 'Participate in technical design and code review.', 'Share knowledge with team members about technical best practices', 'Research, evaluate new technologies']","['Agile Mindset', 'Team Spirit and strong communication skills', '2:4 years of experience as .Net developer.', 'Excellent knowledge in implementing ASP.NET MVC', 'Excellent Knowledge in JavaScript, Angular', 'Experience in Entity framework', 'Micro services / Docker Proven Experience', 'Experience with MS SQL Server (stored procedure, triggers, MS SQL Jobs)', 'Expert in writing secure, clean, scalable code using .NET programming languages', 'Knowledge of Micro service architecture is a great plus', 'Familiar with Scrum and TFS.']",full stack
